v,omega,rho0,d0,lam,K_effective,alpha_over_pi,bands,C_pole,status,reason,min_relative_gap,finite_k_max,globally_proven
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.12500875,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.16667500000000002,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.40715772659516924,213.3430068568333,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.16667500000000002,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.40715772659516924,213.3430068568333,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.16667500000000002,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4071577265951694,213.3430068568333,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.16667500000000002,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4071577265951694,213.3430068568333,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.16667500000000002,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.40715772659516924,213.3430068568333,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.16667500000000002,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.40715772659516924,213.3430068568333,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.16667500000000002,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.20834125000000003,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4642924242311466,259.74662837982953,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.20834125000000003,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.4642924242311466,259.74662837982953,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.20834125000000003,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4642924242311466,259.74662837982953,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.20834125000000003,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4642924242311466,259.74662837982953,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.20834125000000003,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.4642924242311466,259.74662837982953,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.20834125000000003,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4642924242311466,259.74662837982953,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.20834125000000003,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.2500075,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4946565922709545,301.70600183521435,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.2500075,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.4946565922709545,301.70600183521435,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.2500075,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4946565922709545,301.70600183521435,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.2500075,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4946565922709545,301.70600183521435,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.2500075,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.4946565922709545,301.70600183521435,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.2500075,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4946565922709545,301.70600183521435,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.2500075,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.29167375,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,338.5032050479803,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.29167375,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,338.5032050479803,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.29167375,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,338.5032050479803,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.29167375,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,338.5032050479803,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.29167375,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,338.5032050479803,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.29167375,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,338.5032050479803,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.29167375,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.33334,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,369.50864024320396,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.33334,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,369.50864024320396,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.33334,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,369.50864024320396,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.33334,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,369.50864024320396,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.33334,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,369.50864024320396,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.33334,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,369.50864024320396,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.33334,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.37500625000000004,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,394.19180642338887,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.37500625000000004,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999999,394.19180642338887,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.37500625000000004,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999999,394.19180642338887,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.37500625000000004,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999999,394.19180642338887,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.37500625000000004,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999999,394.19180642338887,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.37500625000000004,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,394.19180642338887,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.37500625000000004,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.41667250000000006,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,412.13037620633537,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.41667250000000006,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999999,412.13037620633537,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.41667250000000006,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999999,412.13037620633537,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.41667250000000006,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999999,412.13037620633537,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.41667250000000006,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999999,412.13037620633537,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.41667250000000006,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,412.13037620633537,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.41667250000000006,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.45833875,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,423.017421819426,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.45833875,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,423.017421819426,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.45833875,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5000000000000002,423.017421819426,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.45833875,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5000000000000002,423.017421819426,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.45833875,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,423.017421819426,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.45833875,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,423.017421819426,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.45833875,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.500005,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999999,426.66666661402877,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.500005,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999997,426.66666661402877,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.500005,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999997,426.66666661402877,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.500005,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999997,426.66666661402877,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.500005,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999997,426.66666661402877,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.500005,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999999,426.66666661402877,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.500005,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.5416712499999999,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,423.01567224694844,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.5416712499999999,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.49999999999999983,423.01567224694844,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.5416712499999999,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.49999999999999983,423.01567224694844,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.5416712499999999,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.49999999999999983,423.01567224694844,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.5416712499999999,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.49999999999999983,423.01567224694844,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.5416712499999999,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,423.01567224694844,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.5416712499999999,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.5833375,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999999,412.12690699645276,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.5833375,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.49999999999999983,412.12690699645276,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.5833375,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.49999999999999983,412.12690699645276,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.5833375,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.49999999999999983,412.12690699645276,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.5833375,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.49999999999999983,412.12690699645276,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.5833375,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999999,412.12690699645276,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.5833375,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.62500375,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,394.1866769340585,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.62500375,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,394.1866769340585,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.62500375,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5000000000000001,394.1866769340585,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.62500375,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5000000000000001,394.1866769340585,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.62500375,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,394.1866769340585,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.62500375,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,394.1866769340585,False
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.62500375,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,2.0,39.00856448330768,10.0,0.66667,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5,369.50193823965765,False
